      action  day  guard_id  hour  minute  month                                       original  year                time
154        1   24     631.0    23      58      8   [1518-08-24 23:58] Guard #631 begins shift\n  2018 2018-08-24 23:58:00
1077       0   25     631.0     0      22      8              [1518-08-25 00:22] falls asleep\n  2018 2018-08-25 00:22:00
960        1   25     631.0     0      59      8                  [1518-08-25 00:59] wakes up\n  2018 2018-08-25 00:59:00
753        1   27     631.0    23      59      8   [1518-08-27 23:59] Guard #631 begins shift\n  2018 2018-08-27 23:59:00
25         0   28     631.0     0      38      8              [1518-08-28 00:38] falls asleep\n  2018 2018-08-28 00:38:00
599        1   28     631.0     0      40      8                  [1518-08-28 00:40] wakes up\n  2018 2018-08-28 00:40:00
203        1    4     631.0    23      53      9   [1518-09-04 23:53] Guard #631 begins shift\n  2018 2018-09-04 23:53:00
957        0    5     631.0     0       3      9              [1518-09-05 00:03] falls asleep\n  2018 2018-09-05 00:03:00
1105       1    5     631.0     0      37      9                  [1518-09-05 00:37] wakes up\n  2018 2018-09-05 00:37:00
366        1   26     631.0    23      57      9   [1518-09-26 23:57] Guard #631 begins shift\n  2018 2018-09-26 23:57:00
243        0   27     631.0     0      40      9              [1518-09-27 00:40] falls asleep\n  2018 2018-09-27 00:40:00
107        1   27     631.0     0      49      9                  [1518-09-27 00:49] wakes up\n  2018 2018-09-27 00:49:00
833        1   16     631.0    23      51     10   [1518-10-16 23:51] Guard #631 begins shift\n  2018 2018-10-16 23:51:00
635        0   17     631.0     0       5     10              [1518-10-17 00:05] falls asleep\n  2018 2018-10-17 00:05:00
672        1   17     631.0     0      39     10                  [1518-10-17 00:39] wakes up\n  2018 2018-10-17 00:39:00
308        0   17     631.0     0      45     10              [1518-10-17 00:45] falls asleep\n  2018 2018-10-17 00:45:00
523        1   17     631.0     0      53     10                  [1518-10-17 00:53] wakes up\n  2018 2018-10-17 00:53:00
963        1   22     631.0    23      59     10   [1518-10-22 23:59] Guard #631 begins shift\n  2018 2018-10-22 23:59:00
743        0   23     631.0     0      38     10              [1518-10-23 00:38] falls asleep\n  2018 2018-10-23 00:38:00
711        1   23     631.0     0      47     10                  [1518-10-23 00:47] wakes up\n  2018 2018-10-23 00:47:00
934        1   28     631.0    23      59     10   [1518-10-28 23:59] Guard #631 begins shift\n  2018 2018-10-28 23:59:00
557        0   29     631.0     0      48     10              [1518-10-29 00:48] falls asleep\n  2018 2018-10-29 00:48:00
76         1   29     631.0     0      51     10                  [1518-10-29 00:51] wakes up\n  2018 2018-10-29 00:51:00
31         1   12     983.0     0       3      2   [1518-02-12 00:03] Guard #983 begins shift\n  2018 2018-02-12 00:03:00
1067       0   12     983.0     0       9      2              [1518-02-12 00:09] falls asleep\n  2018 2018-02-12 00:09:00
993        1   12     983.0     0      48      2                  [1518-02-12 00:48] wakes up\n  2018 2018-02-12 00:48:00
675        1   19     983.0     0       1      2   [1518-02-19 00:01] Guard #983 begins shift\n  2018 2018-02-19 00:01:00
387        0   19     983.0     0      24      2              [1518-02-19 00:24] falls asleep\n  2018 2018-02-19 00:24:00
517        1   19     983.0     0      55      2                  [1518-02-19 00:55] wakes up\n  2018 2018-02-19 00:55:00
143        1   25     983.0     0       1      3   [1518-03-25 00:01] Guard #983 begins shift\n  2018 2018-03-25 00:01:00
1046       0   25     983.0     0      10      3              [1518-03-25 00:10] falls asleep\n  2018 2018-03-25 00:10:00
205        1   25     983.0     0      52      3                  [1518-03-25 00:52] wakes up\n  2018 2018-03-25 00:52:00
850        1   28     983.0    23      48      4   [1518-04-28 23:48] Guard #983 begins shift\n  2018 2018-04-28 23:48:00
515        0   29     983.0     0       0      4              [1518-04-29 00:00] falls asleep\n  2018 2018-04-29 00:00:00
450        1   29     983.0     0      18      4                  [1518-04-29 00:18] wakes up\n  2018 2018-04-29 00:18:00
297        0   29     983.0     0      40      4              [1518-04-29 00:40] falls asleep\n  2018 2018-04-29 00:40:00
873        1   29     983.0     0      47      4                  [1518-04-29 00:47] wakes up\n  2018 2018-04-29 00:47:00
906        0   29     983.0     0      52      4              [1518-04-29 00:52] falls asleep\n  2018 2018-04-29 00:52:00
1109       1   29     983.0     0      56      4                  [1518-04-29 00:56] wakes up\n  2018 2018-04-29 00:56:00
793        1    6     983.0    23      59      5   [1518-05-06 23:59] Guard #983 begins shift\n  2018 2018-05-06 23:59:00
674        0    7     983.0     0      39      5              [1518-05-07 00:39] falls asleep\n  2018 2018-05-07 00:39:00
2          1    7     983.0     0      56      5                  [1518-05-07 00:56] wakes up\n  2018 2018-05-07 00:56:00
643        1    8     983.0     0       0      5   [1518-05-08 00:00] Guard #983 begins shift\n  2018 2018-05-08 00:00:00
416        0    8     983.0     0      14      5              [1518-05-08 00:14] falls asleep\n  2018 2018-05-08 00:14:00
12         1    8     983.0     0      57      5                  [1518-05-08 00:57] wakes up\n  2018 2018-05-08 00:57:00
438        1   20     983.0    23      54      6   [1518-06-20 23:54] Guard #983 begins shift\n  2018 2018-06-20 23:54:00
435        0   21     983.0     0       1      6              [1518-06-21 00:01] falls asleep\n  2018 2018-06-21 00:01:00
729        1   21     983.0     0      28      6                  [1518-06-21 00:28] wakes up\n  2018 2018-06-21 00:28:00
566        0   21     983.0     0      32      6              [1518-06-21 00:32] falls asleep\n  2018 2018-06-21 00:32:00
553        1   21     983.0     0      57      6                  [1518-06-21 00:57] wakes up\n  2018 2018-06-21 00:57:00
892        1    3     983.0    23      58      9   [1518-09-03 23:58] Guard #983 begins shift\n  2018 2018-09-03 23:58:00
142        0    4     983.0     0      42      9              [1518-09-04 00:42] falls asleep\n  2018 2018-09-04 00:42:00
828        1    4     983.0     0      51      9                  [1518-09-04 00:51] wakes up\n  2018 2018-09-04 00:51:00
16         0    4     983.0     0      56      9              [1518-09-04 00:56] falls asleep\n  2018 2018-09-04 00:56:00
57         1    4     983.0     0      59      9                  [1518-09-04 00:59] wakes up\n  2018 2018-09-04 00:59:00
277        1    6     983.0    23      54      9   [1518-09-06 23:54] Guard #983 begins shift\n  2018 2018-09-06 23:54:00
909        0    7     983.0     0       0      9              [1518-09-07 00:00] falls asleep\n  2018 2018-09-07 00:00:00
434        1    7     983.0     0      44      9                  [1518-09-07 00:44] wakes up\n  2018 2018-09-07 00:44:00
190        1   19     983.0     0       3     10   [1518-10-19 00:03] Guard #983 begins shift\n  2018 2018-10-19 00:03:00
829        0   19     983.0     0      10     10              [1518-10-19 00:10] falls asleep\n  2018 2018-10-19 00:10:00
6          1   19     983.0     0      22     10                  [1518-10-19 00:22] wakes up\n  2018 2018-10-19 00:22:00
824        0   19     983.0     0      27     10              [1518-10-19 00:27] falls asleep\n  2018 2018-10-19 00:27:00
554        1   19     983.0     0      45     10                  [1518-10-19 00:45] wakes up\n  2018 2018-10-19 00:45:00
623        1   19    1021.0    23      59      2  [1518-02-19 23:59] Guard #1021 begins shift\n  2018 2018-02-19 23:59:00
937        0   20    1021.0     0      17      2              [1518-02-20 00:17] falls asleep\n  2018 2018-02-20 00:17:00
1062       1   20    1021.0     0      37      2                  [1518-02-20 00:37] wakes up\n  2018 2018-02-20 00:37:00
801        0   20    1021.0     0      44      2              [1518-02-20 00:44] falls asleep\n  2018 2018-02-20 00:44:00
559        1   20    1021.0     0      52      2                  [1518-02-20 00:52] wakes up\n  2018 2018-02-20 00:52:00
539        1   22    1021.0     0       3      2  [1518-02-22 00:03] Guard #1021 begins shift\n  2018 2018-02-22 00:03:00
583        0   22    1021.0     0      12      2              [1518-02-22 00:12] falls asleep\n  2018 2018-02-22 00:12:00
897        1   22    1021.0     0      33      2                  [1518-02-22 00:33] wakes up\n  2018 2018-02-22 00:33:00
638        0   22    1021.0     0      47      2              [1518-02-22 00:47] falls asleep\n  2018 2018-02-22 00:47:00
95         1   22    1021.0     0      57      2                  [1518-02-22 00:57] wakes up\n  2018 2018-02-22 00:57:00
870        1    4    1021.0    23      56      4  [1518-04-04 23:56] Guard #1021 begins shift\n  2018 2018-04-04 23:56:00
871        0    5    1021.0     0       6      4              [1518-04-05 00:06] falls asleep\n  2018 2018-04-05 00:06:00
1066       1    5    1021.0     0      54      4                  [1518-04-05 00:54] wakes up\n  2018 2018-04-05 00:54:00
864        1    7    1021.0     0       0      4  [1518-04-07 00:00] Guard #1021 begins shift\n  2018 2018-04-07 00:00:00
492        0    7    1021.0     0      27      4              [1518-04-07 00:27] falls asleep\n  2018 2018-04-07 00:27:00
510        1    7    1021.0     0      37      4                  [1518-04-07 00:37] wakes up\n  2018 2018-04-07 00:37:00
140        1   15    1021.0    23      58      4  [1518-04-15 23:58] Guard #1021 begins shift\n  2018 2018-04-15 23:58:00
732        0   16    1021.0     0      18      4              [1518-04-16 00:18] falls asleep\n  2018 2018-04-16 00:18:00
372        1   16    1021.0     0      31      4                  [1518-04-16 00:31] wakes up\n  2018 2018-04-16 00:31:00
266        0   16    1021.0     0      49      4              [1518-04-16 00:49] falls asleep\n  2018 2018-04-16 00:49:00
27         1   16    1021.0     0      56      4                  [1518-04-16 00:56] wakes up\n  2018 2018-04-16 00:56:00
425        1   16    1021.0     0       3      5  [1518-05-16 00:03] Guard #1021 begins shift\n  2018 2018-05-16 00:03:00
445        0   16    1021.0     0      41      5              [1518-05-16 00:41] falls asleep\n  2018 2018-05-16 00:41:00
701        1   16    1021.0     0      45      5                  [1518-05-16 00:45] wakes up\n  2018 2018-05-16 00:45:00
544        1   23    1021.0     0       1      5  [1518-05-23 00:01] Guard #1021 begins shift\n  2018 2018-05-23 00:01:00
234        0   23    1021.0     0      42      5              [1518-05-23 00:42] falls asleep\n  2018 2018-05-23 00:42:00
656        1   23    1021.0     0      45      5                  [1518-05-23 00:45] wakes up\n  2018 2018-05-23 00:45:00
835        0   23    1021.0     0      50      5              [1518-05-23 00:50] falls asleep\n  2018 2018-05-23 00:50:00
512        1   23    1021.0     0      54      5                  [1518-05-23 00:54] wakes up\n  2018 2018-05-23 00:54:00
805        1   21    1021.0    23      52      6  [1518-06-21 23:52] Guard #1021 begins shift\n  2018 2018-06-21 23:52:00
456        0   22    1021.0     0       2      6              [1518-06-22 00:02] falls asleep\n  2018 2018-06-22 00:02:00
961        1   22    1021.0     0      27      6                  [1518-06-22 00:27] wakes up\n  2018 2018-06-22 00:27:00
718        0   22    1021.0     0      30      6              [1518-06-22 00:30] falls asleep\n  2018 2018-06-22 00:30:00
602        1   22    1021.0     0      53      6                  [1518-06-22 00:53] wakes up\n  2018 2018-06-22 00:53:00
1057       1   24    1021.0    23      57      6  [1518-06-24 23:57] Guard #1021 begins shift\n  2018 2018-06-24 23:57:00
984        0   25    1021.0     0      18      6              [1518-06-25 00:18] falls asleep\n  2018 2018-06-25 00:18:00
755        1   25    1021.0     0      59      6                  [1518-06-25 00:59] wakes up\n  2018 2018-06-25 00:59:00
109        1   27    1021.0    23      58      6  [1518-06-27 23:58] Guard #1021 begins shift\n  2018 2018-06-27 23:58:00
417        0   28    1021.0     0      21      6              [1518-06-28 00:21] falls asleep\n  2018 2018-06-28 00:21:00
128        1   28    1021.0     0      51      6                  [1518-06-28 00:51] wakes up\n  2018 2018-06-28 00:51:00
987        1   28    1021.0    23      53      6  [1518-06-28 23:53] Guard #1021 begins shift\n  2018 2018-06-28 23:53:00
823        0   29    1021.0     0       2      6              [1518-06-29 00:02] falls asleep\n  2018 2018-06-29 00:02:00
1039       1   29    1021.0     0      42      6                  [1518-06-29 00:42] wakes up\n  2018 2018-06-29 00:42:00
542        0   29    1021.0     0      46      6              [1518-06-29 00:46] falls asleep\n  2018 2018-06-29 00:46:00
1021       1   29    1021.0     0      52      6                  [1518-06-29 00:52] wakes up\n  2018 2018-06-29 00:52:00
1055       1    3    1021.0    23      51      7  [1518-07-03 23:51] Guard #1021 begins shift\n  2018 2018-07-03 23:51:00
288        0    4    1021.0     0       1      7              [1518-07-04 00:01] falls asleep\n  2018 2018-07-04 00:01:00
603        1    4    1021.0     0      48      7                  [1518-07-04 00:48] wakes up\n  2018 2018-07-04 00:48:00
396        1   16    1021.0     0       0      7  [1518-07-16 00:00] Guard #1021 begins shift\n  2018 2018-07-16 00:00:00
1031       0   16    1021.0     0      33      7              [1518-07-16 00:33] falls asleep\n  2018 2018-07-16 00:33:00
150        1   16    1021.0     0      42      7                  [1518-07-16 00:42] wakes up\n  2018 2018-07-16 00:42:00
207        0   16    1021.0     0      48      7              [1518-07-16 00:48] falls asleep\n  2018 2018-07-16 00:48:00
1037       1   16    1021.0     0      59      7                  [1518-07-16 00:59] wakes up\n  2018 2018-07-16 00:59:00
1013       1   23    1021.0    23      49      7  [1518-07-23 23:49] Guard #1021 begins shift\n  2018 2018-07-23 23:49:00
556        0   24    1021.0     0       5      7              [1518-07-24 00:05] falls asleep\n  2018 2018-07-24 00:05:00
65         1   24    1021.0     0      36      7                  [1518-07-24 00:36] wakes up\n  2018 2018-07-24 00:36:00
459        0   24    1021.0     0      43      7              [1518-07-24 00:43] falls asleep\n  2018 2018-07-24 00:43:00
563        1   24    1021.0     0      50      7                  [1518-07-24 00:50] wakes up\n  2018 2018-07-24 00:50:00
23         1   23    1021.0     0       4      8  [1518-08-23 00:04] Guard #1021 begins shift\n  2018 2018-08-23 00:04:00
624        0   23    1021.0     0       9      8              [1518-08-23 00:09] falls asleep\n  2018 2018-08-23 00:09:00
300        1   23    1021.0     0      52      8                  [1518-08-23 00:52] wakes up\n  2018 2018-08-23 00:52:00
281        1    2    1021.0    23      51      9  [1518-09-02 23:51] Guard #1021 begins shift\n  2018 2018-09-02 23:51:00
349        0    3    1021.0     0       2      9              [1518-09-03 00:02] falls asleep\n  2018 2018-09-03 00:02:00
535        1    3    1021.0     0      52      9                  [1518-09-03 00:52] wakes up\n  2018 2018-09-03 00:52:00
1103       1   10    1021.0     0       2     10  [1518-10-10 00:02] Guard #1021 begins shift\n  2018 2018-10-10 00:02:00
196        0   10    1021.0     0      12     10              [1518-10-10 00:12] falls asleep\n  2018 2018-10-10 00:12:00
472        1   10    1021.0     0      23     10                  [1518-10-10 00:23] wakes up\n  2018 2018-10-10 00:23:00
244        0   10    1021.0     0      53     10              [1518-10-10 00:53] falls asleep\n  2018 2018-10-10 00:53:00
865        1   10    1021.0     0      55     10                  [1518-10-10 00:55] wakes up\n  2018 2018-10-10 00:55:00
543        1   17    1021.0    23      59     11  [1518-11-17 23:59] Guard #1021 begins shift\n  2018 2018-11-17 23:59:00
454        0   18    1021.0     0      28     11              [1518-11-18 00:28] falls asleep\n  2018 2018-11-18 00:28:00
1061       1   18    1021.0     0      41     11                  [1518-11-18 00:41] wakes up\n  2018 2018-11-18 00:41:00
681        0   18    1021.0     0      50     11              [1518-11-18 00:50] falls asleep\n  2018 2018-11-18 00:50:00
54         1   18    1021.0     0      52     11                  [1518-11-18 00:52] wakes up\n  2018 2018-11-18 00:52:00
500        1   12    1069.0    23      59      2  [1518-02-12 23:59] Guard #1069 begins shift\n  2018 2018-02-12 23:59:00
423        0   13    1069.0     0      43      2              [1518-02-13 00:43] falls asleep\n  2018 2018-02-13 00:43:00
923        1   13    1069.0     0      55      2                  [1518-02-13 00:55] wakes up\n  2018 2018-02-13 00:55:00
132        1    1    1069.0    23      53      3  [1518-03-01 23:53] Guard #1069 begins shift\n  2018 2018-03-01 23:53:00
935        0    2    1069.0     0       2      3              [1518-03-02 00:02] falls asleep\n  2018 2018-03-02 00:02:00
432        1    2    1069.0     0      54      3                  [1518-03-02 00:54] wakes up\n  2018 2018-03-02 00:54:00
1114       1    4    1069.0    23      58      3  [1518-03-04 23:58] Guard #1069 begins shift\n  2018 2018-03-04 23:58:00
289        0    5    1069.0     0      24      3              [1518-03-05 00:24] falls asleep\n  2018 2018-03-05 00:24:00
351        1    5    1069.0     0      26      3                  [1518-03-05 00:26] wakes up\n  2018 2018-03-05 00:26:00
440        0    5    1069.0     0      34      3              [1518-03-05 00:34] falls asleep\n  2018 2018-03-05 00:34:00
337        1    5    1069.0     0      43      3                  [1518-03-05 00:43] wakes up\n  2018 2018-03-05 00:43:00
311        1   29    1069.0    23      56      3  [1518-03-29 23:56] Guard #1069 begins shift\n  2018 2018-03-29 23:56:00
1029       0   30    1069.0     0      29      3              [1518-03-30 00:29] falls asleep\n  2018 2018-03-30 00:29:00
1058       1   30    1069.0     0      34      3                  [1518-03-30 00:34] wakes up\n  2018 2018-03-30 00:34:00
845        0   30    1069.0     0      41      3              [1518-03-30 00:41] falls asleep\n  2018 2018-03-30 00:41:00
117        1   30    1069.0     0      49      3                  [1518-03-30 00:49] wakes up\n  2018 2018-03-30 00:49:00
830        1    2    1069.0    23      47      4  [1518-04-02 23:47] Guard #1069 begins shift\n  2018 2018-04-02 23:47:00
133        0    3    1069.0     0       0      4              [1518-04-03 00:00] falls asleep\n  2018 2018-04-03 00:00:00
598        1    3    1069.0     0      32      4                  [1518-04-03 00:32] wakes up\n  2018 2018-04-03 00:32:00
816        0    3    1069.0     0      51      4              [1518-04-03 00:51] falls asleep\n  2018 2018-04-03 00:51:00
67         1    3    1069.0     0      55      4                  [1518-04-03 00:55] wakes up\n  2018 2018-04-03 00:55:00
683        1   10    1069.0     0       0      4  [1518-04-10 00:00] Guard #1069 begins shift\n  2018 2018-04-10 00:00:00
721        0   10    1069.0     0      11      4              [1518-04-10 00:11] falls asleep\n  2018 2018-04-10 00:11:00
660        1   10    1069.0     0      53      4                  [1518-04-10 00:53] wakes up\n  2018 2018-04-10 00:53:00
899        1   25    1069.0     0       3      4  [1518-04-25 00:03] Guard #1069 begins shift\n  2018 2018-04-25 00:03:00
673        0   25    1069.0     0       9      4              [1518-04-25 00:09] falls asleep\n  2018 2018-04-25 00:09:00
978        1   25    1069.0     0      52      4                  [1518-04-25 00:52] wakes up\n  2018 2018-04-25 00:52:00
1035       1    2    1069.0     0       0      5  [1518-05-02 00:00] Guard #1069 begins shift\n  2018 2018-05-02 00:00:00
854        0    2    1069.0     0      21      5              [1518-05-02 00:21] falls asleep\n  2018 2018-05-02 00:21:00
72         1    2    1069.0     0      31      5                  [1518-05-02 00:31] wakes up\n  2018 2018-05-02 00:31:00
1          0    2    1069.0     0      52      5              [1518-05-02 00:52] falls asleep\n  2018 2018-05-02 00:52:00
279        1    2    1069.0     0      56      5                  [1518-05-02 00:56] wakes up\n  2018 2018-05-02 00:56:00
441        1    6    1069.0     0       0      5  [1518-05-06 00:00] Guard #1069 begins shift\n  2018 2018-05-06 00:00:00
507        0    6    1069.0     0      24      5              [1518-05-06 00:24] falls asleep\n  2018 2018-05-06 00:24:00
1038       1    6    1069.0     0      39      5                  [1518-05-06 00:39] wakes up\n  2018 2018-05-06 00:39:00
655        1   17    1069.0     0       0      5  [1518-05-17 00:00] Guard #1069 begins shift\n  2018 2018-05-17 00:00:00
767        0   17    1069.0     0      34      5              [1518-05-17 00:34] falls asleep\n  2018 2018-05-17 00:34:00
924        1   17    1069.0     0      51      5                  [1518-05-17 00:51] wakes up\n  2018 2018-05-17 00:51:00
494        1    5    1069.0     0       3      6  [1518-06-05 00:03] Guard #1069 begins shift\n  2018 2018-06-05 00:03:00
41         0    5    1069.0     0      51      6              [1518-06-05 00:51] falls asleep\n  2018 2018-06-05 00:51:00
223        1    5    1069.0     0      53      6                  [1518-06-05 00:53] wakes up\n  2018 2018-06-05 00:53:00
560        1   16    1069.0    23      47      6  [1518-06-16 23:47] Guard #1069 begins shift\n  2018 2018-06-16 23:47:00
1108       0   17    1069.0     0       1      6              [1518-06-17 00:01] falls asleep\n  2018 2018-06-17 00:01:00
257        1   17    1069.0     0      22      6                  [1518-06-17 00:22] wakes up\n  2018 2018-06-17 00:22:00
68         0   17    1069.0     0      54      6              [1518-06-17 00:54] falls asleep\n  2018 2018-06-17 00:54:00
953        1   17    1069.0     0      58      6                  [1518-06-17 00:58] wakes up\n  2018 2018-06-17 00:58:00
784        1   26    1069.0    23      48      7  [1518-07-26 23:48] Guard #1069 begins shift\n  2018 2018-07-26 23:48:00
420        0   27    1069.0     0       2      7              [1518-07-27 00:02] falls asleep\n  2018 2018-07-27 00:02:00
83         1   27    1069.0     0      44      7                  [1518-07-27 00:44] wakes up\n  2018 2018-07-27 00:44:00
664        1    1    1069.0     0       1      8  [1518-08-01 00:01] Guard #1069 begins shift\n  2018 2018-08-01 00:01:00
229        0    1    1069.0     0       6      8              [1518-08-01 00:06] falls asleep\n  2018 2018-08-01 00:06:00
999        1    1    1069.0     0      42      8                  [1518-08-01 00:42] wakes up\n  2018 2018-08-01 00:42:00
571        1    5    1069.0    23      57      9  [1518-09-05 23:57] Guard #1069 begins shift\n  2018 2018-09-05 23:57:00
1099       0    6    1069.0     0      16      9              [1518-09-06 00:16] falls asleep\n  2018 2018-09-06 00:16:00
236        1    6    1069.0     0      17      9                  [1518-09-06 00:17] wakes up\n  2018 2018-09-06 00:17:00
191        0    6    1069.0     0      46      9              [1518-09-06 00:46] falls asleep\n  2018 2018-09-06 00:46:00
479        1    6    1069.0     0      56      9                  [1518-09-06 00:56] wakes up\n  2018 2018-09-06 00:56:00
852        1   12    1069.0    23      59      9  [1518-09-12 23:59] Guard #1069 begins shift\n  2018 2018-09-12 23:59:00
232        0   13    1069.0     0      21      9              [1518-09-13 00:21] falls asleep\n  2018 2018-09-13 00:21:00
832        1   13    1069.0     0      52      9                  [1518-09-13 00:52] wakes up\n  2018 2018-09-13 00:52:00
352        1   28    1069.0     0       1     10  [1518-10-28 00:01] Guard #1069 begins shift\n  2018 2018-10-28 00:01:00
1092       0   28    1069.0     0      42     10              [1518-10-28 00:42] falls asleep\n  2018 2018-10-28 00:42:00
904        1   28    1069.0     0      49     10                  [1518-10-28 00:49] wakes up\n  2018 2018-10-28 00:49:00
869        1   12    1069.0     0       0     11  [1518-11-12 00:00] Guard #1069 begins shift\n  2018 2018-11-12 00:00:00
859        0   12    1069.0     0      17     11              [1518-11-12 00:17] falls asleep\n  2018 2018-11-12 00:17:00
943        1   12    1069.0     0      38     11                  [1518-11-12 00:38] wakes up\n  2018 2018-11-12 00:38:00
966        1   16    1069.0     0       0     11  [1518-11-16 00:00] Guard #1069 begins shift\n  2018 2018-11-16 00:00:00
447        0   16    1069.0     0      13     11              [1518-11-16 00:13] falls asleep\n  2018 2018-11-16 00:13:00
386        1   16    1069.0     0      29     11                  [1518-11-16 00:29] wakes up\n  2018 2018-11-16 00:29:00
538        1   17    1069.0     0       2     11  [1518-11-17 00:02] Guard #1069 begins shift\n  2018 2018-11-17 00:02:00
995        0   17    1069.0     0      29     11              [1518-11-17 00:29] falls asleep\n  2018 2018-11-17 00:29:00
122        1   17    1069.0     0      41     11                  [1518-11-17 00:41] wakes up\n  2018 2018-11-17 00:41:00
1104       0   17    1069.0     0      44     11              [1518-11-17 00:44] falls asleep\n  2018 2018-11-17 00:44:00
431        1   17    1069.0     0      59     11                  [1518-11-17 00:59] wakes up\n  2018 2018-11-17 00:59:00
121        1   15    1579.0     0       3      2  [1518-02-15 00:03] Guard #1579 begins shift\n  2018 2018-02-15 00:03:00
759        0   15    1579.0     0      37      2              [1518-02-15 00:37] falls asleep\n  2018 2018-02-15 00:37:00
493        1   15    1579.0     0      49      2                  [1518-02-15 00:49] wakes up\n  2018 2018-02-15 00:49:00
518        1   20    1579.0    23      53      2  [1518-02-20 23:53] Guard #1579 begins shift\n  2018 2018-02-20 23:53:00
581        0   21    1579.0     0       3      2              [1518-02-21 00:03] falls asleep\n  2018 2018-02-21 00:03:00
252        1   21    1579.0     0      23      2                  [1518-02-21 00:23] wakes up\n  2018 2018-02-21 00:23:00
270        0   21    1579.0     0      33      2              [1518-02-21 00:33] falls asleep\n  2018 2018-02-21 00:33:00
889        1   21    1579.0     0      50      2                  [1518-02-21 00:50] wakes up\n  2018 2018-02-21 00:50:00
942        1    9    1579.0    23      56      3  [1518-03-09 23:56] Guard #1579 begins shift\n  2018 2018-03-09 23:56:00
491        0   10    1579.0     0      11      3              [1518-03-10 00:11] falls asleep\n  2018 2018-03-10 00:11:00
271        1   10    1579.0     0      12      3                  [1518-03-10 00:12] wakes up\n  2018 2018-03-10 00:12:00
587        0   10    1579.0     0      23      3              [1518-03-10 00:23] falls asleep\n  2018 2018-03-10 00:23:00
403        1   10    1579.0     0      47      3                  [1518-03-10 00:47] wakes up\n  2018 2018-03-10 00:47:00
364        0   10    1579.0     0      53      3              [1518-03-10 00:53] falls asleep\n  2018 2018-03-10 00:53:00
548        1   10    1579.0     0      59      3                  [1518-03-10 00:59] wakes up\n  2018 2018-03-10 00:59:00
505        1    4    1579.0     0       2      4  [1518-04-04 00:02] Guard #1579 begins shift\n  2018 2018-04-04 00:02:00
70         0    4    1579.0     0      30      4              [1518-04-04 00:30] falls asleep\n  2018 2018-04-04 00:30:00
702        1    4    1579.0     0      43      4                  [1518-04-04 00:43] wakes up\n  2018 2018-04-04 00:43:00
1076       0    4    1579.0     0      46      4              [1518-04-04 00:46] falls asleep\n  2018 2018-04-04 00:46:00
1019       1    4    1579.0     0      53      4                  [1518-04-04 00:53] wakes up\n  2018 2018-04-04 00:53:00
335        0    4    1579.0     0      56      4              [1518-04-04 00:56] falls asleep\n  2018 2018-04-04 00:56:00
170        1    4    1579.0     0      58      4                  [1518-04-04 00:58] wakes up\n  2018 2018-04-04 00:58:00
1045       1    4    1579.0    23      58      5  [1518-05-04 23:58] Guard #1579 begins shift\n  2018 2018-05-04 23:58:00
47         0    5    1579.0     0      30      5              [1518-05-05 00:30] falls asleep\n  2018 2018-05-05 00:30:00
104        1    5    1579.0     0      48      5                  [1518-05-05 00:48] wakes up\n  2018 2018-05-05 00:48:00
778        1    9    1579.0    23      57      5  [1518-05-09 23:57] Guard #1579 begins shift\n  2018 2018-05-09 23:57:00
401        0   10    1579.0     0      16      5              [1518-05-10 00:16] falls asleep\n  2018 2018-05-10 00:16:00
597        1   10    1579.0     0      38      5                  [1518-05-10 00:38] wakes up\n  2018 2018-05-10 00:38:00
99         1   24    1579.0    23      59      5  [1518-05-24 23:59] Guard #1579 begins shift\n  2018 2018-05-24 23:59:00
522        0   25    1579.0     0      24      5              [1518-05-25 00:24] falls asleep\n  2018 2018-05-25 00:24:00
750        1   25    1579.0     0      40      5                  [1518-05-25 00:40] wakes up\n  2018 2018-05-25 00:40:00
1004       0   25    1579.0     0      56      5              [1518-05-25 00:56] falls asleep\n  2018 2018-05-25 00:56:00
458        1   25    1579.0     0      58      5                  [1518-05-25 00:58] wakes up\n  2018 2018-05-25 00:58:00
75         1    9    1579.0    23      59      6  [1518-06-09 23:59] Guard #1579 begins shift\n  2018 2018-06-09 23:59:00
126        0   10    1579.0     0       7      6              [1518-06-10 00:07] falls asleep\n  2018 2018-06-10 00:07:00
127        1   10    1579.0     0      34      6                  [1518-06-10 00:34] wakes up\n  2018 2018-06-10 00:34:00
131        0   10    1579.0     0      39      6              [1518-06-10 00:39] falls asleep\n  2018 2018-06-10 00:39:00
103        1   10    1579.0     0      53      6                  [1518-06-10 00:53] wakes up\n  2018 2018-06-10 00:53:00
876        1    4    1579.0    23      46      7  [1518-07-04 23:46] Guard #1579 begins shift\n  2018 2018-07-04 23:46:00
395        0    5    1579.0     0       3      7              [1518-07-05 00:03] falls asleep\n  2018 2018-07-05 00:03:00
1116       1    5    1579.0     0      13      7                  [1518-07-05 00:13] wakes up\n  2018 2018-07-05 00:13:00
101        0    5    1579.0     0      16      7              [1518-07-05 00:16] falls asleep\n  2018 2018-07-05 00:16:00
485        1    5    1579.0     0      40      7                  [1518-07-05 00:40] wakes up\n  2018 2018-07-05 00:40:00
419        1   20    1579.0    23      58      7  [1518-07-20 23:58] Guard #1579 begins shift\n  2018 2018-07-20 23:58:00
642        0   21    1579.0     0      43      7              [1518-07-21 00:43] falls asleep\n  2018 2018-07-21 00:43:00
789        1   21    1579.0     0      52      7                  [1518-07-21 00:52] wakes up\n  2018 2018-07-21 00:52:00
